읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,행신3동제8투,4177,2650,1399,952,162,39,14,60,2626,24,1527
,행신3동제9투,3283,2183,1061,798,203,55,10,38,2165,18,1100
화전동,소계,14786,9997,5446,3193,927,120,39,185,9910,87,4789
,관내사전투표,2395,2394,1467,661,163,31,8,45,2375,19,1
,화전동제1투,2569,1089,477,500,44,9,6,35,1071,18,1480
,화전동제2투,995,566,255,237,45,8,4,7,556,10,429
,화전동제3투,2317,1538,827,520,142,17,5,19,1530,8,779
,화전동제4투,2986,2147,1169,623,279,20,6,31,2128,19,839
,화전동제5투,1760,1162,667,284,147,26,4,29,1157,5,598
,화전동제6투,1764,1101,584,368,107,9,6,19,1093,8,663
대덕동,소계,2254,1402,609,641,84,19,5,28,1386,16,852
,관내사전투표,573,573,290,221,36,7,2,12,568,5,0
,대덕동제1투,527,200,79,98,13,1,1,5,197,3,327
,대덕동제2투,1154,629,240,322,35,11,2,11,621,8,525
삼송동,소계,17413,11648,5776,4274,950,116,43,389,11548,100,5765
,관내사전투표,3494,3492,2065,1016,261,35,5,90,3472,20,2
,삼송동제1투,2577,1309,491,632,119,14,6,19,1281,28,1268
,삼송동제2투,556,341,144,149,32,5,2,5,337,4,215
,삼송동제3투,2351,1499,670,651,119,17,7,21,1485,14,852
,삼송동제4투,2741,1897,814,700,167,16,5,190,1892,5,844
,삼송동제5투,3990,2197,1112,818,162,23,14,44,2173,24,1793
,삼송동제6투,1704,913,480,308,90,6,4,20,908,5,791
백석1동,소계,24703,16218,8266,6464,889,159,45,247,16070,148,8485
,관내사전투표,4413,4413,2740,1319,212,47,12,53,4383,30,0
,백석1동제1투,2051,966,447,404,61,15,7,19,953,13,1085
,백석1동제2투,2548,1468,716,589,98,18,3,24,1448,20,1080
,백석1동제3투,2800,1817,930,699,118,18,1,31,1797,20,983
,백석1동제4투,2959,1810,822,816,93,21,6,39,1797,13,1149
,백석1동제5투,2928,1446,749,562,69,18,5,24,1427,19,1482
,백석1동제6투,2295,1335,622,572,81,11,5,26,1317,18,960
,백석1동제7투,4709,2963,1240,1503,157,11,6,31,2948,15,1746
백석2동,소계,17707,10630,5652,3940,605,108,51,176,10532,98,7077
,관내사전투표,3493,3493,2231,971,173,30,18,47,3470,23,0
,백석2동제1투,2860,1566,746,662,105,9,4,30,1556,10,1294
,백석2동제2투,2884,1582,722,687,103,19,9,23,1563,19,1302
,백석2동제3투,3974,1858,859,803,102,18,12,32,1826,32,2116
,백석2동제4투,4496,2131,1094,817,122,32,8,44,2117,14,2365
잘못 투입·구분된 투표지,,0,7,6,1,0,0,0,0,7,0,-7
