읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,관내사전투표,2641,2641,1602,887,27,85,13,6,2620,21,0
,효창동제1투,2614,1455,674,645,20,86,8,6,1439,16,1159
,효창동제2투,1966,1211,512,597,13,61,8,9,1200,11,755
,효창동제3투,1184,668,288,336,6,23,1,10,664,4,516
용문동,소계,10302,7044,3651,2849,88,312,37,27,6964,80,3258
,관내사전투표,3006,3006,1791,1018,31,114,16,11,2981,25,0
,용문동제1투,2743,1270,647,499,20,73,8,5,1252,18,1473
,용문동제2투,2175,1147,532,506,22,58,6,4,1128,19,1028
,용문동제3투,2378,1621,681,826,15,67,7,7,1603,18,757
한강로동,소계,14582,9399,3636,5355,74,200,27,34,9326,73,5183
,관내사전투표,2506,2506,1272,1107,32,53,9,10,2483,23,0
,한강로동제1투,2558,1670,655,933,16,44,6,5,1659,11,888
,한강로동제2투,2236,855,291,536,3,14,2,1,847,8,1381
,한강로동제3투,1688,1010,422,536,7,27,4,6,1002,8,678
,한강로동제4투,3700,2393,609,1711,11,34,4,9,2378,15,1307
,한강로동제5투,1894,965,387,532,5,28,2,3,957,8,929
이촌제1동,소계,22197,15904,5065,10355,74,256,27,31,15808,96,6293
,관내사전투표,5964,5964,2481,3346,25,74,5,8,5939,25,0
,이촌제1동제1투,3403,2075,430,1579,6,37,6,5,2063,12,1328
,이촌제1동제2투,4417,2293,672,1528,16,39,7,5,2267,26,2124
,이촌제1동제3투,2874,1955,450,1442,11,37,3,4,1947,8,919
,이촌제1동제4투,3197,2152,750,1327,11,40,3,5,2136,16,1045
,이촌제1동제5투,2342,1465,282,1133,5,29,3,4,1456,9,877
이촌제2동,소계,7304,5126,2322,2531,51,147,16,16,5083,43,2178
,관내사전투표,1888,1888,1013,782,21,45,5,5,1871,17,0
,이촌제2동제1투,1787,916,379,480,4,38,5,4,910,6,871
,이촌제2동제2투,1547,906,320,537,7,24,4,4,896,10,641
,이촌제2동제3투,2082,1416,610,732,19,40,2,3,1406,10,666
이태원제1동,소계,6203,3557,1425,1952,21,103,15,13,3529,28,2646
,관내사전투표,1322,1322,675,584,11,40,5,1,1316,6,0
,이태원제1동제1투,3189,1416,472,871,6,35,8,9,1401,15,1773
,이태원제1동제2투,1692,819,278,497,4,28,2,3,812,7,873
이태원제2동,소계,7866,4783,2310,2200,45,141,21,18,4735,48,3083
,관내사전투표,1797,1797,1018,690,14,53,6,6,1787,10,0
,이태원제2동제1투,2450,1048,426,558,9,35,5,7,1040,8,1402
,이태원제2동제2투,2052,1106,498,544,9,29,1,2,1083,23,946
,이태원제2동제3투,1567,832,368,408,13,24,9,3,825,7,735
한남동,소계,17241,9849,3885,5441,81,278,31,48,9764,85,7392
,관내사전투표,3287,3287,1598,1529,24,92,13,8,3264,23,0
,한남동제1투,2702,1546,573,874,18,46,2,11,1524,22,1156
,한남동제2투,2135,923,431,409,10,46,6,9,911,12,1212
,한남동제3투,3410,1771,388,1326,7,32,1,7,1761,10,1639
,한남동제4투,2534,1354,481,815,10,29,6,4,1345,9,1180
,한남동제5투,3173,968,414,488,12,33,3,9,959,9,2205
서빙고동,소계,10056,6806,2236,4231,55,154,23,34,6733,73,3250
,관내사전투표,1906,1906,856,960,12,37,10,8,1883,23,0
,서빙고동제1투,2315,1457,506,854,11,50,7,11,1439,18,858
,서빙고동제2투,1728,900,382,450,14,29,3,8,886,14,828
,서빙고동제3투,2701,1876,253,1571,9,20,2,6,1861,15,825
,서빙고동제4투,1406,667,239,396,9,18,1,1,664,3,739
보광동,소계,12724,7500,3658,3276,86,300,34,37,7391,109,5224
,관내사전투표,2976,2976,1580,1211,26,101,13,8,2939,37,0
,보광동제1투,2840,1117,514,512,13,48,4,7,1098,19,1723
,보광동제2투,2272,1173,597,479,20,53,3,8,1160,13,1099
,보광동제3투,2569,1259,539,601,14,63,9,8,1234,25,1310
,보광동제4투,2067,975,428,473,13,35,5,6,960,15,1092
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0,0
