읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,진천동제3투,2905,1547,306,1109,34,25,11,31,1516,31,1358
,진천동제4투,3124,1713,397,1192,49,11,11,35,1695,18,1411
,진천동제5투,3192,2110,543,1397,58,21,9,57,2085,25,1082
,진천동제6투,2594,1669,304,1258,44,9,9,24,1648,21,925
,진천동제7투,3620,2166,605,1382,70,19,13,50,2139,27,1454
,진천동제8투,2856,1717,447,1170,50,12,2,24,1705,12,1139
,진천동제9투,3204,2210,582,1480,51,9,7,54,2183,27,994
,진천동제10투,2105,1234,306,814,49,15,7,33,1224,10,871
,진천동제11투,1592,850,217,572,21,10,1,22,843,7,742
,진천동제12투,2954,2023,738,1159,57,11,8,41,2014,9,931
,진천동제13투,3133,2005,753,1142,56,4,8,34,1997,8,1128
,진천동제14투,3628,2317,893,1281,73,6,11,40,2304,13,1311
,진천동제15투,3771,2427,607,1653,74,13,9,47,2403,24,1344
,진천동제16투,3369,2027,623,1214,96,20,11,30,1994,33,1342
상인1동,소계,30471,21593,5569,14576,685,161,75,341,21407,186,8878
,관내사전투표,4933,4933,1567,3090,142,24,13,57,4893,40,0
,상인1동제1투,3092,1927,395,1399,55,17,5,36,1907,20,1165
,상인1동제2투,2037,1369,284,986,48,9,2,25,1354,15,668
,상인1동제3투,2603,1581,340,1112,53,24,9,23,1561,20,1022
,상인1동제4투,1758,1030,215,733,40,9,3,19,1019,11,728
,상인1동제5투,1703,1087,236,777,27,8,9,22,1079,8,616
,상인1동제6투,3172,2051,431,1488,60,13,5,38,2035,16,1121
,상인1동제7투,3462,2359,705,1493,87,10,8,36,2339,20,1103
,상인1동제8투,3184,2155,563,1442,74,19,8,33,2139,16,1029
,상인1동제9투,2185,1457,363,1007,37,15,6,20,1448,9,728
,상인1동제10투,2342,1644,470,1049,62,13,7,32,1633,11,698
상인2동,소계,17917,11145,2768,7499,320,145,57,230,11019,126,6772
,관내사전투표,3415,3415,1047,2114,99,37,14,71,3382,33,0
,상인2동제1투,2448,1124,244,797,17,21,8,23,1110,14,1324
,상인2동제2투,2447,1261,278,879,38,20,4,26,1245,16,1186
,상인2동제3투,2237,1138,225,817,42,13,5,22,1124,14,1099
,상인2동제4투,2713,1465,319,1008,45,23,14,41,1450,15,1248
,상인2동제5투,2151,1242,266,881,35,18,5,18,1223,19,909
,상인2동제6투,2506,1500,389,1003,44,13,7,29,1485,15,1006
상인3동,소계,10630,6800,1433,4868,156,100,55,103,6715,85,3830
,관내사전투표,2396,2396,650,1596,50,22,19,24,2361,35,0
,상인3동제1투,1937,1029,161,790,33,19,3,17,1023,6,908
,상인3동제2투,2327,1289,239,966,32,14,6,22,1279,10,1038
,상인3동제3투,2158,1156,199,843,24,24,20,24,1134,22,1002
,상인3동제4투,1812,930,184,673,17,21,7,16,918,12,882
도원동,소계,29981,20703,5069,13942,840,181,99,378,20509,194,9278
,관내사전투표,5058,5058,1584,3117,190,29,21,75,5016,42,0
,도원동제1투,2547,1404,290,987,59,16,6,28,1386,18,1143
,도원동제2투,2363,1299,293,878,66,20,7,23,1287,12,1064
,도원동제3투,2450,1411,324,965,51,17,9,25,1391,20,1039
,도원동제4투,2138,1369,294,949,46,15,13,31,1348,21,769
,도원동제5투,2092,1351,369,854,65,16,5,32,1341,10,741
,도원동제6투,2327,1351,305,919,66,11,8,32,1341,10,976
,도원동제7투,2482,1684,356,1175,89,10,6,33,1669,15,798
,도원동제8투,3136,2216,440,1587,89,28,11,41,2196,20,920
,도원동제9투,3173,2050,431,1489,63,13,8,31,2035,15,1123
,도원동제10투,2215,1510,383,1022,56,6,5,27,1499,11,705
잘못 투입·구분된 투표지,,0,2,2,0,0,0,0,0,2,0,-2
