읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,하빈면제2투,1238,686,83,564,4,6,21,678,8,552
구지면,소계,7602,4579,1198,3034,54,99,131,4516,63,3023
,관내사전투표,1572,1572,560,916,25,22,36,1559,13,0
,구지면제1투,896,502,44,423,3,10,9,489,13,394
,구지면제2투,554,382,29,324,2,9,11,375,7,172
,구지면제3투,2701,1108,325,676,9,42,44,1096,12,1593
,구지면제4투,1879,1015,240,695,15,16,31,997,18,864
유가읍,소계,20816,13261,4673,7644,292,117,396,13122,139,7555
,관내사전투표,4901,4901,2122,2469,109,37,115,4852,49,0
,유가읍제1투,2961,1414,427,871,40,14,45,1397,17,1547
,유가읍제2투,1077,597,63,488,3,8,21,583,14,480
,유가읍제3투,2717,1432,415,933,16,13,40,1417,15,1285
,유가읍제4투,3195,1607,508,945,60,15,64,1592,15,1588
,유가읍제5투,3238,1755,594,1046,35,23,44,1742,13,1483
,유가읍제6투,2727,1555,544,892,29,7,67,1539,16,1172
옥포읍,소계,18792,11842,2558,8590,142,100,324,11714,128,6950
,관내사전투표,3197,3197,878,2156,36,24,82,3176,21,0
,옥포읍제1투,1952,950,131,744,13,16,32,936,14,1002
,옥포읍제2투,1460,859,97,715,3,5,27,847,12,601
,옥포읍제3투,2359,1328,233,1019,10,12,35,1309,19,1031
,옥포읍제4투,3433,1858,322,1411,34,17,46,1830,28,1575
,옥포읍제5투,2976,1593,417,1086,26,13,35,1577,16,1383
,옥포읍제6투,1982,1193,285,848,10,9,36,1188,5,789
,옥포읍제7투,1433,864,195,611,10,4,31,851,13,569
현풍읍,소계,17914,10209,2527,6847,220,128,344,10066,143,7705
,관내사전투표,3042,3042,869,1959,66,28,93,3015,27,0
,현풍읍제1투,1934,865,145,643,19,9,34,850,15,1069
,현풍읍제2투,2403,968,178,717,14,10,28,947,21,1435
,현풍읍제3투,1279,683,70,560,7,7,24,668,15,596
,현풍읍제4투,2097,1012,208,694,24,19,49,994,18,1085
,현풍읍제5투,3428,1720,519,1045,56,23,53,1696,24,1708
,현풍읍제6투,3731,1919,538,1229,34,32,63,1896,23,1812
잘못 투입·구분된 투표지,,0,3,1,2,0,0,0,3,0,-3
