읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
산격2동,소계,9691,6604,1443,3135,158,60,30,1687,6513,91,3087
,관내사전투표,2755,2755,711,1210,57,18,9,725,2730,25,0
,산격2동제1투,2167,1196,218,635,23,11,6,279,1172,24,971
,산격2동제2투,2185,1130,210,581,33,18,10,252,1104,26,1055
,산격2동제3투,2584,1523,304,709,45,13,5,431,1507,16,1061
산격3동,소계,7747,4624,1109,2094,158,56,41,1068,4526,98,3123
,관내사전투표,1779,1779,505,759,54,6,16,408,1748,31,0
,산격3동제1투,3017,1458,342,627,66,21,16,351,1423,35,1559
,산격3동제2투,2951,1387,262,708,38,29,9,309,1355,32,1564
산격4동,소계,7904,5117,1078,2671,118,40,41,1074,5022,95,2787
,관내사전투표,1868,1868,511,891,52,10,16,361,1841,27,0
,산격4동제1투,1923,1004,188,563,29,4,5,192,981,23,919
,산격4동제2투,2079,1043,178,587,16,12,6,226,1025,18,1036
,산격4동제3투,2034,1202,201,630,21,14,14,295,1175,27,832
복현1동,소계,6514,3838,988,1816,127,34,20,768,3753,85,2676
,관내사전투표,1627,1625,504,692,60,13,7,313,1589,36,2
,복현1동제1투,2274,1034,211,538,22,10,6,220,1007,27,1240
,복현1동제2투,2613,1179,273,586,45,11,7,235,1157,22,1434
복현2동,소계,21012,13745,3746,6353,469,95,77,2861,13601,144,7267
,관내사전투표,3539,3538,1237,1531,138,14,13,582,3515,23,1
,복현2동제1투,3471,1751,447,898,64,11,17,297,1734,17,1720
,복현2동제2투,1226,613,133,324,16,12,2,115,602,11,613
,복현2동제3투,2824,1672,516,719,55,9,5,353,1657,15,1152
,복현2동제4투,3479,2207,458,1028,58,23,15,589,2171,36,1272
,복현2동제5투,3754,2327,605,1099,71,12,14,499,2300,27,1427
,복현2동제6투,2719,1637,350,754,67,14,11,426,1622,15,1082
대현동,소계,15365,9957,2454,5306,252,76,73,1659,9820,137,5408
,관내사전투표,3407,3407,971,1776,82,24,21,494,3368,39,0
,대현동제1투,2268,1037,196,568,37,8,6,203,1018,19,1231
,대현동제2투,2308,1232,231,693,35,22,4,225,1210,22,1076
,대현동제3투,2455,1237,286,645,20,11,13,243,1218,19,1218
,대현동제4투,2844,1786,406,983,37,6,19,311,1762,24,1058
,대현동제5투,2083,1258,364,641,41,5,10,183,1244,14,825
검단동,소계,6141,3967,767,2024,83,27,33,967,3901,66,2174
,관내사전투표,1396,1396,304,697,25,7,3,341,1377,19,0
,검단동제1투,2172,1068,172,538,19,10,10,297,1046,22,1104
,검단동제2투,2573,1503,291,789,39,10,20,329,1478,25,1070
잘못 투입·구분된 투표지,,0,4,2,1,1,0,0,0,4,0,-4
