읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,부곡제2동제1투,1866,1018,376,569,31,19,12,1007,11,848
,부곡제2동제2투,2957,1593,519,958,48,31,15,1571,22,1364
,부곡제2동제3투,2925,1726,700,886,51,51,17,1705,21,1199
,부곡제2동제4투,3230,2273,889,1243,67,40,12,2251,22,957
부곡제3동,소계,14766,10239,4276,5360,243,203,59,10141,98,4527
,관내사전투표,3831,3831,1907,1716,85,77,13,3798,33,0
,부곡제3동제1투,1828,948,312,570,23,17,13,935,13,880
,부곡제3동제2투,2046,1041,353,615,29,21,12,1030,11,1005
,부곡제3동제3투,3972,2377,926,1308,59,46,14,2353,24,1595
,부곡제3동제4투,3089,2042,778,1151,47,42,7,2025,17,1047
부곡제4동,소계,11469,7541,2800,4262,189,144,47,7442,99,3928
,관내사전투표,2977,2977,1253,1580,59,42,11,2945,32,0
,부곡제4동제1투,2662,1409,515,786,43,38,6,1388,21,1253
,부곡제4동제2투,2190,1264,445,732,35,28,11,1251,13,926
,부곡제4동제3투,1610,791,221,512,19,12,9,773,18,819
,부곡제4동제4투,2030,1100,366,652,33,24,10,1085,15,930
장전제1동,소계,14467,9604,4176,4493,393,280,68,9410,194,4863
,관내사전투표,3505,3505,1811,1391,126,93,21,3442,63,0
,장전제1동제1투,2657,1382,522,711,61,34,14,1342,40,1275
,장전제1동제2투,3149,1667,642,784,103,68,22,1619,48,1482
,장전제1동제3투,2444,1324,455,766,39,37,4,1301,23,1120
,장전제1동제4투,2712,1726,746,841,64,48,7,1706,20,986
장전제2동,소계,21015,14050,5977,7237,363,270,67,13914,136,6965
,관내사전투표,4204,4204,2135,1853,97,70,18,4173,31,0
,장전제2동제1투,1904,959,367,532,33,13,7,952,7,945
,장전제2동제2투,3001,1698,562,1064,30,24,6,1686,12,1303
,장전제2동제3투,3190,2095,931,1056,41,46,6,2080,15,1095
,장전제2동제4투,1762,953,289,578,39,20,6,932,21,809
,장전제2동제5투,3733,1850,725,980,56,39,16,1816,34,1883
,장전제2동제6투,3221,2291,968,1174,67,58,8,2275,16,930
선두구동,소계,2331,1662,488,1105,15,25,10,1643,19,669
,관내사전투표,765,765,329,402,7,16,5,759,6,0
,선두구동투표소,1566,897,159,703,8,9,5,884,13,669
청룡노포동,소계,8788,6057,2175,3548,115,116,42,5996,61,2731
,관내사전투표,2662,2661,1128,1394,52,44,13,2631,30,1
,청룡노포동제1투,2859,1562,544,904,35,45,15,1543,19,1297
,청룡노포동제2투,2680,1485,418,1000,22,24,12,1476,9,1195
,청룡노포동제3투,587,349,85,250,6,3,2,346,3,238
남산동,소계,25006,15992,5996,8873,359,402,166,15796,196,9014
,관내사전투표,4661,4660,2114,2274,84,104,40,4616,44,1
,남산동제1투,2481,1417,490,829,36,27,12,1394,23,1064
,남산동제2투,2681,1470,528,833,27,31,32,1451,19,1211
,남산동제3투,2680,1522,572,840,45,40,7,1504,18,1158
,남산동제4투,3277,1856,581,1142,47,52,13,1835,21,1421
,남산동제5투,2810,1591,529,920,36,62,21,1568,23,1219
,남산동제6투,3986,1990,660,1169,45,60,27,1961,29,1996
,남산동제7투,2430,1486,522,866,39,26,14,1467,19,944
구서제1동,소계,15876,11162,4533,5957,279,238,75,11082,80,4714
,관내사전투표,4283,4283,2063,2000,84,85,23,4255,28,0
,구서제1동제1투,3043,1795,612,1059,50,44,15,1780,15,1248
,구서제1동제2투,3187,1696,612,974,32,41,17,1676,20,1491
,구서제1동제3투,2741,1849,659,1075,71,30,8,1843,6,892
,구서제1동제4투,2622,1539,587,849,42,38,12,1528,11,1083
구서제2동,소계,27125,19352,7600,10602,478,380,103,19163,189,7773
,관내사전투표,5593,5593,2745,2548,141,94,21,5549,44,0
,구서제2동제1투,3297,1722,631,950,54,38,20,1693,29,1575
,구서제2동제2투,2558,1562,503,963,45,29,12,1552,10,996
,구서제2동제3투,2983,1721,639,977,37,32,12,1697,24,1262
,구서제2동제4투,2961,1909,678,1119,41,40,5,1883,26,1052
,구서제2동제5투,3006,1894,716,1026,59,60,12,1873,21,1112
,구서제2동제6투,3219,2384,921,1327,61,43,15,2367,17,835
,구서제2동제7투,3508,2567,767,1692,40,44,6,2549,18,941
금성동,소계,903,674,253,377,15,13,2,660,14,229
,관내사전투표,302,302,121,162,7,6,0,296,6,0
,금성동투표소,601,372,132,215,8,7,2,364,8,229
금사회동동,소계,7896,4936,1615,3069,88,72,33,4877,59,2960
,관내사전투표,1858,1858,699,1071,23,27,9,1829,29,0
,금사회동동제1투,1965,973,317,605,19,18,7,966,7,992
,금사회동동제2투,2363,1125,320,733,30,15,13,1111,14,1238
,금사회동동제3투,1710,980,279,660,16,12,4,971,9,730
잘못 투입·구분된 투표지,,0,4,2,1,1,0,0,4,0,-4
