읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,명륜동제2투,1203,647,151,307,10,6,28,140,642,5,556
용상동,소계,17140,11371,3243,4465,67,89,641,2633,11138,233,5769
,관내사전투표,4231,4231,1359,1649,22,28,229,873,4160,71,0
,용상동제1투,1867,1040,299,396,8,10,55,252,1020,20,827
,용상동제2투,1416,717,189,278,6,6,46,175,700,17,699
,용상동제3투,2089,1141,275,458,3,10,71,297,1114,27,948
,용상동제4투,1026,560,109,268,4,5,21,136,543,17,466
,용상동제5투,1191,576,130,230,6,6,34,163,569,7,615
,용상동제6투,2122,1310,396,478,7,11,82,313,1287,23,812
,용상동제7투,2148,1253,370,480,9,11,71,281,1222,31,895
,용상동제8투,1050,543,116,228,2,2,32,143,523,20,507
서구동,소계,7848,5527,1423,2447,31,28,234,1296,5459,68,2321
,관내사전투표,2197,2197,700,888,11,7,94,472,2172,25,0
,서구동제1투,1889,1061,305,428,5,4,46,264,1052,9,828
,서구동제2투,1648,964,151,516,4,8,38,225,942,22,684
,서구동제3투,1071,637,142,296,7,8,28,150,631,6,434
,서구동제4투,1043,668,125,319,4,1,28,185,662,6,375
태화동,소계,10749,6832,1544,3210,35,44,301,1625,6759,73,3917
,관내사전투표,2774,2774,704,1249,16,16,133,628,2746,28,0
,태화동제1투,1077,569,83,309,6,2,26,134,560,9,508
,태화동제2투,1494,721,158,344,3,3,26,176,710,11,773
,태화동제3투,1468,713,120,378,4,3,25,176,706,7,755
,태화동제4투,1454,756,127,388,2,5,28,196,746,10,698
,태화동제5투,2482,1299,352,542,4,15,63,315,1291,8,1183
평화동,소계,5457,3744,853,1754,26,25,165,890,3713,31,1713
,관내사전투표,1671,1671,438,770,14,13,67,355,1657,14,0
,평화동제1투,1121,551,113,245,10,1,30,147,546,5,570
,평화동제2투,1071,591,132,289,1,3,17,144,586,5,480
,평화동제3투,1594,931,170,450,1,8,51,244,924,7,663
안기동,소계,5571,3965,991,1717,23,29,185,976,3921,44,1606
,관내사전투표,1875,1875,574,749,7,13,81,429,1853,22,0
,안기동제1투,939,520,114,232,3,6,32,128,515,5,419
,안기동제2투,1148,608,115,284,7,2,25,168,601,7,540
,안기동제3투,1609,962,188,452,6,8,47,251,952,10,647
옥동,소계,16276,10362,3199,3965,62,59,515,2452,10252,110,5914
,관내사전투표,3428,3428,1194,1224,23,17,168,766,3392,36,0
,옥동제1투,2398,1159,293,472,6,9,53,320,1153,6,1239
,옥동제2투,2312,1315,517,411,5,3,57,308,1301,14,997
,옥동제3투,1843,1132,274,497,6,9,59,274,1119,13,711
,옥동제4투,1682,828,186,396,5,5,41,178,811,17,854
,옥동제5투,1794,952,281,394,8,3,55,203,944,8,842
,옥동제6투,1608,906,280,329,5,7,38,236,895,11,702
,옥동제7투,1211,642,174,242,4,6,44,167,637,5,569
송하동,소계,12054,7995,2461,3052,49,40,343,1983,7928,67,4059
,관내사전투표,3332,3332,1162,1180,16,12,147,792,3309,23,0
,송하동제1투,1729,905,255,384,11,5,31,209,895,10,824
,송하동제2투,1947,915,279,322,4,2,50,249,906,9,1032
,송하동제3투,1338,679,147,299,2,5,20,197,670,9,659
,송하동제4투,1936,1176,346,452,7,6,49,313,1173,3,760
,송하동제5투,1772,988,272,415,9,10,46,223,975,13,784
강남동,소계,7510,5222,1792,1874,32,19,231,1226,5174,48,2288
,관내사전투표,2727,2727,1048,931,12,6,108,602,2707,20,0
,강남동제1투,1028,517,92,240,6,5,27,136,506,11,511
,강남동제2투,2150,1125,334,399,8,4,68,302,1115,10,1025
,강남동제3투,1605,853,318,304,6,4,28,186,846,7,752
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0,0
