읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,의당면제1투,1603,659,288,320,6,5,27,5,651,8,944
,의당면제2투,585,353,143,175,5,8,8,2,341,12,232
,의당면제3투,770,378,159,193,2,2,14,3,373,5,392
정안면,소계,4137,2608,1121,1349,26,14,49,10,2569,39,1529
,관내사전투표,1028,1028,512,467,11,4,20,3,1017,11,0
,정안면제1투,1018,461,146,299,3,1,4,2,455,6,557
,정안면제2투,756,439,156,249,4,2,13,3,427,12,317
,정안면제3투,1335,680,307,334,8,7,12,2,670,10,655
우성면,소계,4624,2937,1304,1463,14,24,66,22,2893,44,1687
,관내사전투표,787,787,415,336,2,5,14,4,776,11,0
,우성면제1투,826,432,171,226,0,5,14,6,422,10,394
,우성면제2투,987,579,205,334,4,6,16,4,569,10,408
,우성면제3투,1283,733,362,332,5,4,17,5,725,8,550
,우성면제4투,741,406,151,235,3,4,5,3,401,5,335
사곡면,소계,2563,1650,667,895,10,13,29,4,1618,32,913
,관내사전투표,723,723,322,371,4,6,9,0,712,11,0
,사곡면제1투,984,429,131,270,4,3,11,2,421,8,555
,사곡면제2투,856,498,214,254,2,4,9,2,485,13,358
신풍면,소계,2725,1664,660,919,9,7,30,10,1635,29,1061
,관내사전투표,795,795,335,407,6,4,20,4,776,19,0
,신풍면제1투,1254,543,196,319,3,2,10,5,535,8,711
,신풍면제2투,676,326,129,193,0,1,0,1,324,2,350
중학동,소계,4354,2869,1362,1351,29,21,56,15,2834,35,1485
,관내사전투표,1273,1273,715,495,11,8,21,11,1261,12,0
,중학동제1투,653,305,119,165,1,2,10,0,297,8,348
,중학동제2투,692,364,154,183,5,4,11,2,359,5,328
,중학동제3투,939,505,201,280,8,3,6,1,499,6,434
,중학동제4투,797,422,173,228,4,4,8,1,418,4,375
웅진동,소계,7417,4870,2273,2327,38,29,135,28,4830,40,2547
,관내사전투표,2383,2383,1221,1044,15,12,65,13,2370,13,0
,웅진동제1투,879,432,165,240,7,3,12,1,428,4,447
,웅진동제2투,1012,520,172,311,6,4,18,4,515,5,492
,웅진동제3투,1491,728,295,393,8,4,14,4,718,10,763
,웅진동제4투,1652,807,420,339,2,6,26,6,799,8,845
금학동,소계,4317,2723,1445,1138,22,11,68,15,2699,24,1594
,관내사전투표,1283,1283,773,442,8,5,38,9,1275,8,0
,금학동제1투,1934,938,484,407,7,2,23,2,925,13,996
,금학동제2투,1100,502,188,289,7,4,7,4,499,3,598
옥룡동,소계,7009,4293,1939,2083,30,35,137,24,4248,45,2716
,관내사전투표,1612,1612,823,713,6,10,42,4,1598,14,0
,옥룡동제1투,1055,512,170,297,6,1,24,3,501,11,543
,옥룡동제2투,2090,973,408,499,9,11,31,9,967,6,1117
,옥룡동제3투,1370,728,358,313,4,9,28,4,716,12,642
,옥룡동제4투,882,468,180,261,5,4,12,4,466,2,414
신관동,소계,14780,9016,4744,3752,44,43,275,52,8910,106,5764
,관내사전투표,3869,3869,2265,1400,20,14,102,19,3820,49,0
,신관동제1투,1670,770,323,392,12,8,25,4,764,6,900
,신관동제2투,2180,1027,555,414,1,6,32,9,1017,10,1153
,신관동제3투,2307,1014,492,453,5,2,36,6,994,20,1293
,신관동제4투,2494,1079,519,486,5,9,40,7,1066,13,1415
,신관동제5투,2260,1257,590,607,1,4,40,7,1249,8,1003
월송동,소계,10720,7177,4095,2715,34,32,182,64,7122,55,3543
,관내사전투표,3622,3622,2206,1262,14,12,74,25,3593,29,0
,월송동제1투,2229,1133,629,430,9,6,35,16,1125,8,1096
,월송동제2투,2025,970,508,412,7,5,19,8,959,11,1055
,월송동제3투,615,344,134,194,1,0,13,2,344,0,271
,월송동제4투,2229,1108,618,417,3,9,41,13,1101,7,1121
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0,0
