읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,부성1동제3투,836,464,200,226,20,5,2,453,11,372
,부성1동제4투,2292,1204,660,463,48,12,5,1188,16,1088
,부성1동제5투,2852,1294,788,395,75,10,11,1279,15,1558
,부성1동제6투,1432,696,396,244,37,4,6,687,9,736
,부성1동제7투,2375,1104,620,374,63,12,10,1079,25,1271
,부성1동제8투,2419,1322,687,512,70,15,12,1296,26,1097
,부성1동제9투,4437,1179,673,360,95,20,9,1157,22,3258
,부성1동제10투,2693,1527,863,540,82,9,9,1503,24,1166
,부성1동제11투,2503,1396,757,511,95,8,7,1378,18,1107
부성2동,소계,39655,21657,13430,6581,1098,188,148,21445,212,17998
,관내사전투표,4205,4205,2856,1051,205,28,29,4169,36,0
,부성2동제1투,3410,1720,1168,431,78,17,13,1707,13,1690
,부성2동제2투,3511,1973,1078,749,100,14,8,1949,24,1538
,부성2동제3투,3823,2164,1172,819,116,26,10,2143,21,1659
,부성2동제4투,2858,824,403,332,54,12,7,808,16,2034
,부성2동제5투,3352,1381,795,462,82,16,12,1367,14,1971
,부성2동제6투,2334,816,478,268,42,7,10,805,11,1518
,부성2동제7투,3085,1626,914,564,105,21,13,1617,9,1459
,부성2동제8투,2945,1371,866,403,75,3,12,1359,12,1574
,부성2동제9투,2074,1063,723,256,53,11,6,1049,14,1011
,부성2동제10투,2330,1183,705,399,59,2,8,1173,10,1147
,부성2동제11투,2931,1626,1115,413,56,19,8,1611,15,1305
,부성2동제12투,2797,1705,1157,434,73,12,12,1688,17,1092
잘못 투입·구분된 투표지,,0,9,5,2,0,0,0,7,2,-9
