읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
효자1동,소계,9576,6269,4026,485,204,244,28,103,1104,6194,75,3307
,관내사전투표,3260,3259,2181,202,102,109,5,42,600,3241,18,1
,효자1동제1투,2400,1149,667,109,40,52,12,26,226,1132,17,1251
,효자1동제2투,2168,963,623,85,34,48,7,11,124,932,31,1205
,효자1동제3투,1748,898,555,89,28,35,4,24,154,889,9,850
효자2동,소계,8833,5592,3535,405,249,206,28,144,956,5523,69,3241
,관내사전투표,2366,2367,1593,137,80,77,10,51,395,2343,24,-1
,효자2동제1투,2492,1313,795,110,72,52,8,37,225,1299,14,1179
,효자2동제2투,1553,780,460,63,41,36,1,20,145,766,14,773
,효자2동제3투,2422,1132,687,95,56,41,9,36,191,1115,17,1290
효자3동,소계,12298,8291,5195,566,303,312,29,167,1637,8209,82,4007
,관내사전투표,3747,3746,2443,180,146,136,7,52,745,3709,37,1
,효자3동제1투,1721,833,487,86,39,40,5,19,150,826,7,888
,효자3동제2투,2589,1415,848,105,55,57,6,45,290,1406,9,1174
,효자3동제3투,2202,1147,685,122,28,39,0,17,243,1134,13,1055
,효자3동제4투,2039,1150,732,73,35,40,11,34,209,1134,16,889
효자4동,소계,24561,15449,8976,1082,573,596,61,396,3602,15286,163,9112
,관내사전투표,4551,4550,2851,230,114,193,12,88,1029,4517,33,1
,효자4동제1투,1903,1086,526,158,40,33,5,31,283,1076,10,817
,효자4동제2투,3313,1937,974,191,85,64,3,42,551,1910,27,1376
,효자4동제3투,2296,1253,714,106,63,58,4,40,255,1240,13,1043
,효자4동제4투,2101,1023,628,68,38,41,6,25,206,1012,11,1078
,효자4동제5투,2349,1160,667,63,50,45,6,42,278,1151,9,1189
,효자4동제6투,768,324,187,30,20,14,5,10,48,314,10,444
,효자4동제7투,3191,1606,959,111,66,53,10,53,329,1581,25,1585
,효자4동제8투,3571,2155,1262,115,87,73,8,59,528,2132,23,1416
,효자4동제9투,518,355,208,10,10,22,2,6,95,353,2,163
효자5동,소계,27029,15445,8944,1022,505,671,43,377,3732,15294,151,11584
,관내사전투표,5114,5114,3202,252,149,229,7,111,1131,5081,33,0
,효자5동제1투,3413,1508,855,125,49,60,2,31,373,1495,13,1905
,효자5동제2투,3088,1247,655,107,51,39,8,38,328,1226,21,1841
,효자5동제3투,2172,708,414,54,29,34,7,19,143,700,8,1464
,효자5동제4투,3496,1382,811,98,47,61,5,36,312,1370,12,2114
,효자5동제5투,2721,1606,834,160,45,67,2,50,427,1585,21,1115
,효자5동제6투,3526,1999,1134,121,79,100,7,42,493,1976,23,1527
,효자5동제7투,3499,1881,1039,105,56,81,5,50,525,1861,20,1618
잘못 투입·구분된 투표지,,0,5,4,0,1,0,0,0,0,5,0,-5
