읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,현곡면제1투,1357,699,106,318,6,94,5,156,685,14,658
,현곡면제2투,2847,1774,249,758,11,348,5,381,1752,22,1073
,현곡면제3투,2782,1549,189,738,4,227,15,356,1529,20,1233
,현곡면제4투,2152,1115,163,520,4,167,6,241,1101,14,1037
,현곡면제5투,3031,1820,297,706,3,405,7,363,1781,39,1211
강동면,소계,5562,3491,506,2169,14,255,31,456,3431,60,2071
,관내사전투표,1552,1552,258,907,4,144,13,201,1527,25,0
,강동면제1투,2055,1004,104,674,4,52,7,142,983,21,1051
,강동면제2투,1955,935,144,588,6,59,11,113,921,14,1020
천북면,소계,5116,3516,466,1978,13,284,15,712,3468,48,1600
,관내사전투표,1713,1713,246,920,6,160,8,355,1695,18,0
,천북면제1투,2514,1273,160,736,3,104,5,243,1251,22,1241
,천북면제2투,889,530,60,322,4,20,2,114,522,8,359
중부동,소계,5357,3657,375,1897,25,316,23,971,3607,50,1700
,관내사전투표,1847,1847,221,881,10,179,11,529,1831,16,0
,중부동제1투,1852,830,81,430,6,67,5,222,811,19,1022
,중부동제2투,1658,980,73,586,9,70,7,220,965,15,678
황오동,소계,6524,4484,463,2576,23,348,25,983,4418,66,2040
,관내사전투표,2364,2362,272,1335,10,210,14,496,2337,25,2
,황오동제1투,2225,1041,90,574,8,79,4,264,1019,22,1184
,황오동제2투,1935,1081,101,667,5,59,7,223,1062,19,854
성건동,소계,12586,7914,829,4380,43,724,39,1788,7803,111,4672
,관내사전투표,3477,3477,434,1889,15,327,12,770,3447,30,0
,성건동제1투,2057,1051,76,624,5,73,9,237,1024,27,1006
,성건동제2투,2384,1231,112,684,6,99,5,301,1207,24,1153
,성건동제3투,2255,1047,100,562,4,121,2,244,1033,14,1208
,성건동제4투,2413,1108,107,621,13,104,11,236,1092,16,1305
황남동,소계,4869,3281,328,1872,18,223,25,766,3232,49,1588
,관내사전투표,1922,1922,215,1085,8,152,7,438,1905,17,0
,황남동제1투,1414,649,55,380,4,32,6,157,634,15,765
,황남동제2투,1533,710,58,407,6,39,12,171,693,17,823
월성동,소계,5133,3506,372,1868,14,362,21,825,3462,44,1627
,관내사전투표,1440,1440,172,742,5,153,10,345,1427,13,0
,월성동제1투,1383,724,52,433,3,47,5,171,711,13,659
,월성동제2투,2310,1342,148,693,6,162,6,309,1324,18,968
선도동,소계,11618,7634,1137,3346,61,1076,40,1856,7516,118,3984
,관내사전투표,3771,3770,676,1546,23,597,13,870,3725,45,1
,선도동제1투,2567,1244,165,614,13,117,8,304,1221,23,1323
,선도동제2투,3297,1745,190,805,19,241,11,452,1718,27,1552
,선도동제3투,1983,875,106,381,6,121,8,230,852,23,1108
용강동,소계,15676,10386,1670,4591,51,1742,33,2143,10230,156,5290
,관내사전투표,2997,2997,602,1258,16,528,4,560,2968,29,0
,용강동제1투,2890,1516,161,767,9,222,6,329,1494,22,1374
,용강동제2투,1934,1095,192,444,2,205,4,235,1082,13,839
,용강동제3투,2571,1517,183,815,7,144,7,316,1472,45,1054
,용강동제4투,2819,1667,247,785,11,259,6,334,1642,25,1152
,용강동제5투,2465,1594,285,522,6,384,6,369,1572,22,871
황성동,소계,22068,15052,2271,6523,64,2816,64,3135,14873,179,7016
,관내사전투표,6214,6214,1155,2514,26,1273,28,1178,6174,40,0
,황성동제1투,3221,1693,201,767,5,279,8,409,1669,24,1528
,황성동제2투,2290,1405,143,732,5,204,3,296,1383,22,885
,황성동제3투,2811,1548,226,720,9,287,7,273,1522,26,1263
,황성동제4투,2898,1648,237,654,8,343,7,378,1627,21,1250
,황성동제5투,2621,1457,194,592,6,259,7,374,1432,25,1164
,황성동제6투,2013,1087,115,544,5,171,4,227,1066,21,926
동천동,소계,19218,12717,1643,6303,83,1570,77,2855,12531,186,6501
,관내사전투표,5060,5060,811,2410,18,667,27,1078,5011,49,0
,동천동제1투,1884,938,91,482,8,79,7,250,917,21,946
,동천동제2투,2317,1434,160,709,16,195,4,326,1410,24,883
,동천동제3투,2629,1290,158,643,10,156,10,286,1263,27,1339
,동천동제4투,2269,1154,145,595,11,139,8,234,1132,22,1115
,동천동제5투,2669,1511,138,800,8,179,13,355,1493,18,1158
,동천동제6투,2390,1330,140,664,12,155,8,326,1305,25,1060
불국동,소계,8641,5792,868,3310,23,492,37,960,5690,102,2849
,관내사전투표,3226,3226,553,1771,14,279,19,554,3190,36,0
,불국동제1투,2567,1133,142,681,5,88,9,184,1109,24,1434
,불국동제2투,2848,1433,173,858,4,125,9,222,1391,42,1415
보덕동,소계,2029,1582,191,833,7,163,16,349,1559,23,447
,관내사전투표,1159,1159,144,600,5,134,12,250,1145,14,0
,보덕동투표소,870,423,47,233,2,29,4,99,414,9,447
잘못 투입·구분된 투표지,,0,4,2,2,0,0,0,0,4,0,-4
