읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,수내3동제1투,2440,1730,765,862,32,2,6,1,53,1721,9,710
,수내3동제2투,2290,1603,672,820,31,10,2,3,56,1594,9,687
,수내3동제3투,3050,1670,875,622,54,13,3,9,80,1656,14,1380
정자1동,소계,24294,16657,6129,9520,272,57,26,23,525,16552,105,7637
,관내사전투표,4106,4106,1967,1930,59,8,7,2,114,4087,19,0
,정자1동제1투,2718,1929,670,1155,28,6,1,1,58,1919,10,789
,정자1동제2투,2428,1552,593,832,34,8,6,4,62,1539,13,876
,정자1동제3투,4377,2097,1052,832,59,9,6,7,115,2080,17,2280
,정자1동제4투,2307,1621,396,1145,30,7,0,1,33,1612,9,686
,정자1동제5투,2583,1494,541,853,29,5,3,5,45,1481,13,1089
,정자1동제6투,3511,2252,526,1631,19,4,0,2,58,2240,12,1259
,정자1동제7투,2264,1606,384,1142,14,10,3,1,40,1594,12,658
정자2동,소계,14619,10747,5633,4160,265,56,75,22,431,10642,105,3872
,관내사전투표,4561,4561,2777,1445,95,11,27,7,166,4528,33,0
,정자2동제1투,1328,744,357,308,19,7,3,0,43,737,7,584
,정자2동제2투,1860,1067,535,400,37,6,11,3,64,1056,11,793
,정자2동제3투,1851,921,403,377,19,19,19,10,39,886,35,930
,정자2동제4투,1538,952,493,387,26,5,5,0,31,947,5,586
,정자2동제5투,1615,1186,580,513,34,3,5,2,40,1177,9,429
,정자2동제6투,1866,1316,488,730,35,5,5,0,48,1311,5,550
정자3동,소계,12144,9058,4535,3823,219,28,42,15,339,9001,57,3086
,관내사전투표,3660,3659,2130,1298,82,5,18,2,113,3648,11,1
,정자3동제1투,2978,1862,823,864,51,8,9,4,90,1849,13,1116
,정자3동제2투,2443,1484,729,613,43,8,8,4,61,1466,18,959
,정자3동제3투,3063,2053,853,1048,43,7,7,5,75,2038,15,1010
금곡동,소계,22841,16385,7561,7455,297,49,51,42,779,16234,151,6456
,관내사전투표,3790,3790,2231,1296,60,13,12,12,131,3755,35,0
,금곡동제1투,2775,1844,845,829,40,3,3,5,102,1827,17,931
,금곡동제2투,2786,2053,935,975,31,2,3,4,91,2041,12,733
,금곡동제3투,2027,1119,527,474,23,9,8,3,51,1095,24,908
,금곡동제4투,3190,2182,784,1182,50,4,9,1,130,2160,22,1008
,금곡동제5투,1731,1202,534,536,29,7,6,2,75,1189,13,529
,금곡동제6투,3924,2472,1059,1188,42,6,6,6,151,2458,14,1452
,금곡동제7투,2618,1723,646,975,22,5,4,9,48,1709,14,895
구미동,소계,24681,17630,8450,7966,324,56,60,40,628,17524,106,7051
,관내사전투표,5182,5182,2982,1928,82,5,13,12,144,5166,16,0
,구미동제1투,1961,1471,690,671,23,14,2,2,62,1464,7,490
,구미동제2투,2485,1722,879,696,36,8,7,3,88,1717,5,763
,구미동제3투,1536,1137,576,501,20,3,3,1,27,1131,6,399
,구미동제4투,2267,1219,270,880,13,7,4,4,29,1207,12,1048
,구미동제5투,2630,1729,751,848,39,5,5,1,68,1717,12,901
,구미동제6투,2228,1419,537,770,32,5,4,1,53,1402,17,809
,구미동제7투,3482,2024,888,985,39,2,2,10,83,2009,15,1458
,구미동제8투,2910,1727,877,687,40,7,20,6,74,1711,16,1183
구미1동,소계,15360,11458,5766,4592,234,35,45,24,679,11375,83,3902
,관내사전투표,4648,4648,2781,1486,80,14,19,6,228,4614,34,0
,구미1동제1투,3677,1968,904,855,54,11,13,3,115,1955,13,1709
,구미1동제2투,3470,2339,1054,1046,60,7,9,11,139,2326,13,1131
,구미1동제3투,1649,1149,407,619,20,2,3,1,86,1138,11,500
,구미1동제4투,1916,1354,620,586,20,1,1,3,111,1342,12,562
정자동,소계,14560,10321,4839,4625,237,35,37,14,472,10259,62,4239
,관내사전투표,2853,2853,1625,1047,48,2,6,2,106,2836,17,0
,정자동제1투,1974,1286,472,709,29,8,6,1,54,1279,7,688
,정자동제2투,2942,2077,802,1131,39,5,5,3,84,2069,8,865
,정자동제3투,2801,1802,895,736,40,8,9,3,101,1792,10,999
,정자동제4투,2055,1118,560,425,39,8,7,3,65,1107,11,937
,정자동제5투,1935,1185,485,577,42,4,4,2,62,1176,9,750
잘못 투입·구분된 투표지,,0,2,2,0,0,0,0,0,0,2,0,-2
