읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
,청북읍제5투,4101,1997,1122,745,36,13,14,55,1985,12,2104
,청북읍제6투,3152,1631,968,535,38,15,15,51,1622,9,1521
용이동,소계,17778,10941,5730,4497,114,59,137,313,10850,91,6837
,관내사전투표,2887,2887,1820,907,24,14,40,62,2867,20,0
,용이동제1투,2593,847,362,407,12,16,7,27,831,16,1746
,용이동제2투,2060,1226,649,509,15,4,12,34,1223,3,834
,용이동제3투,2720,1686,918,680,12,8,13,45,1676,10,1034
,용이동제4투,3114,2028,834,1072,18,4,27,55,2010,18,1086
,용이동제5투,2268,1290,692,505,15,7,18,47,1284,6,978
,용이동제6투,2136,977,455,417,18,6,20,43,959,18,1159
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0,0
